00_glossary.msbt
01_msg_with_voice.msbt
mng_cmn_go	GO!
mgm004_guide034	There aren't many panels left!
mgm004_guide035	{c[ffdc0f]}[n0] {c[ffffff]}has the final choice!
mgm004_guide035_1	Now then, please claim your final panel!
mgm004_guide040	Congratulations, {c[ffdc0f]}[n0]{c[ffffff]}!
mgm004_guide040_1	There's the +1! Choose {c[ffdc0f]}one more {c[ffffff]}panel!
mgm004_guide050	Wow! {c[ffdc0f]}[0] people {c[ffffff]}won the minigame!
mgm004_guide050_2	Wow! {c[ffdc0f]}Two people{c[ffffff]} won the minigame!
mgm004_guide051	But only one of them can choose a panel.
mgm004_guide051_1	We'll break the tie with a roll! Whoever gets\r\nthe {c[ffdc0f]}highest number {c[ffffff]}on the dice block chooses!
mgm004_guide052	Hmm. That minigame resulted in a {c[ffdc0f]}tie{c[ffffff]}.
mgm004_guide060	The first panel goes to {c[ffdc0f]}[n0]{c[ffffff]}!
mgm004_guide061	All the chosen panels belong to {c[ffdc0f]}[n0]{c[ffffff]}!
mgm004_guide062	W-w-wow! It's an {c[ffdc0f]}all-way tie{c[ffffff]}!
mgm004_guide063	Wow! Three players are in the lead with {c[ffdc0f]}[0] \x0e\x01\x01\x1a\x18\0p\0a\0n\0e\0l\0,\0p\0a\0n\0e\0l\0s\0{c[ffffff]}!
mgm004_guide064	{c[ffdc0f]}[n0] {c[ffffff]}and {c[ffdc0f]}[n1] {c[ffffff]}are in the\r\nlead with [0] \x0e\x01\x01\x1a\x18\0p\0a\0n\0e\0l\0,\0p\0a\0n\0e\0l\0s\0!
mgm004_guide065	{c[ffdc0f]}[n0] {c[ffffff]}is in the lead with\r\n[0] \x0e\x01\x01\x1a\x18\0p\0a\0n\0e\0l\0,\0p\0a\0n\0e\0l\0s\0!
mgm004_guide066	{c[ffdc0f]}[n0] {c[ffffff]}is in [1]\x0e\x01\x03\x02\0Í place with [0] \x0e\x01\x01\x1a\x18\0p\0a\0n\0e\0l\0,\0p\0a\0n\0e\0l\0s\0!
mgm004_guide070	Each turn starts with a 4-player minigame.
mgm004_guide071	But only {c[ffdc0f]}one player{c[ffffff]} can win the minigame.
mgm004_guide072	As you play, you may manage to {c[ffdc0f]}trap {c[ffffff]}your rival's panel\r\nbetween two of your own.
mgm004_guide073	If you can do that, then the trapped panel is {c[ffdc0f]}yours{c[ffffff]}!
mgm004_guide074	If the panel you claim turns out to be a {c[ffdc0f]}+1 panel{c[ffffff]}...
mgm004_guide075	After 12 rounds, whoever has {c[ffdc0f]}the most panels {c[ffffff]}is the winner!
mgm004_guide100	{c[ffdc0f]}[n0]{c[ffffff]}, you're in 4th place,\r\nso you can choose the next minigame!
mgm004_guide200	Now's your chance, everyone!
mgm004_guide201	If you win the next minigame, you get\r\nto {c[ffdc0f]}steal a panel {c[ffffff]}from a rival!
mgm004_guide202	Steal {c[ffdc0f]}one panel {c[ffffff]}from a rival!
mgm004_guide203	What's this?\r\n{c[ffdc0f]}[n0] {c[ffffff]}already has all the panels!
mgm004_guide204	Things seem dire, but don't give up yet!\r\nThe next round could change everything!
mgm004_guide300	It's time for the final round!
mgm004_guide300_1	It's anybody's game now!
mgm004_guide301	Could a comeback be in the cards?!
mgm004_guide302	Keep focused until the end!
mgm004_guide303	Who's going to be our champion?!
mgm004_guide900	And so ends the final round!
mgm004_guide900_1	Our champion is...
mgm004_guide900_2	with {c[ffdc0f]}[0] panels{c[ffffff]}...
mgm004_guide901	{c[ffdc0f]}[n0]{c[ffffff]}!
mgm004_guide902	{c[ffdc0f]}[n0] {c[ffffff]}and {c[ffdc0f]}[n1]{c[ffffff]}!\r\nTwo champions!
mgm004_guide903	{c[ffdc0f]}[n0]{c[ffffff]}, {c[ffdc0f]}[n1]{c[ffffff]}, and\r\n{c[ffdc0f]}[n2]{c[ffffff]}! Three champions!
mgm004_guide904	D-do I have this right?!
mgm004_guide904_1	Each player got {c[ffdc0f]}four panels{c[ffffff]},\r\nso {c[ffdc0f]}everybody's a champion{c[ffffff]}!
mgm004_tlp00	Round [0]
mgm004_tlp01	Final Round
mgm004_tlp02	Steal a Panel!
mgm004_tlp03	[mg0]
mgm004_tlp04	Steal a Panel!
mgm004_skip00	/ Skip
mgm004_skip01	 Next
mgm004_mgname	[mg0]
mgm004_cntrl_guide	 Hit Dice Block
minigame_msg.msbt
mng_cmn_rnd	Round [0]
mng_cmn_fnlrnd	Final Round
mng_rlt_name	[n0]
mng_rlt_team	Team [n0]
mng_cmn_rnk01	[0]
mng_cmn_skip	/ Skip
mng_bdr001_s	S
mng_bdr001_s_in	S
mng_bdr001_a	A
mng_bdr001_a_in	A
mng_bdr001_b	B
mng_bdr001_b_in	B
mng_bdr001_mis	C
mng_bdr001_mis_in	C
mng_bdr001_s_cndt_pt	[0] Points or More
mng_bdr001_a_cndt_pt	[0]-[1] Points
mng_bdr001_b_cndt_pt	[0]-[1] Points
mng_bdr001_mis_cndt_pt	0-[0] Points
mng_bdr001_mis_cndt_t	0 Seconds
mng_bdr001_mgx101_s_cndt_t	Over 20 Seconds Left
mng_bdr001_mgx101_a_cndt_t	11-20 Seconds Left
mng_bdr001_mgx101_b_cndt_t	1-10 Seconds Left
mng_bdr001_mgx104_s_cndt_t	Over 25 Seconds Left
mng_bdr001_mgx104_a_cndt_t	11-25 Seconds Left
mng_bdr001_mgx104_b_cndt_t	1-10 Seconds Left
mng_bdr001_mgx105_s_cndt_t	Over 15 Seconds Left
mng_bdr001_mgx105_a_cndt_t	6-15 Seconds Left
mng_bdr001_mgx105_b_cndt_t	1-5 Seconds Left
mng_bdr001_mgx106_s_cndt_t	Over 30 Seconds Left
mng_bdr001_mgx106_a_cndt_t	16-30 Seconds Left
mng_bdr001_mgx106_b_cndt_t	1-15 Seconds Left
mng_bdr001_mgx110_s_cndt_t	Over 10 Seconds Left
mng_bdr001_mgx110_a_cndt_t	6-10 Seconds Left
mng_bdr001_mgx110_b_cndt_t	1-5 Seconds Left
mng_bdr001_mgx107_s_cndt	0 Misses
mng_bdr001_mgx107_a_cndt	1-2 Misses
mng_bdr001_mgx107_b_cndt	3 Misses
mng_bdr001_mgx107_c_cndt	4 Misses
mng_cmn_06	 Rank Requirements
mng_bdr001_rlt05	Bonus Time
mng_cmn_11	Practice Time!
mng_cmn_12	Controls
mng_cmn_04	Ready!
mng_cmn_05	All Ready? /
mng_cmn_09	VS
mng_cmn_13	Solo Side
mng_cmn_14	Team Side
mng_cmn_15	Vertical
mng_cmn_16	Horizontal
mng_cmn_optitl_center	[mg0]
mng_mgn_inst	[mg0]
mng_mgx501_rule	Stay in it to the end!
mng_mgx501_mgm001	Stay in it to the end!
mng_mgx501_mj_01	Get 1st place!
mng_mgx501_sub_mj_01	Get 1st place!
que000_misson_nm_mgx501	Get 1st place!
que000_misson_nm_mgx501_small	Get 1st place!
mng_mgx501_mj_02	Get 1st place without being tackled!
mng_mgx501_sub_mj_02	Get 1st place without being tackled!
que000_misson_hd_mgx501	Get 1st place without being tackled!
que000_misson_hd_mgx501_small	Get 1st place without being tackled!
mng_mgx501_sub_deca_00	Stay in it to the end!
mng_tips_mgx501	Get tackled three times and you're out!
mng_tips_mgx501_mgm001	Get tackled three times and you're out!
mng_tips_mgx501_mj	Get tackled and you're out!
mng_mgx501_cntrls	Move
mng_mgx502_rule	Dodge the Fuzzies!
mng_mgx502_mgm001	Dodge the Fuzzies!
mng_mgx502_mj_01	Get 1st place!
mng_mgx502_sub_mj_01	Get 1st place!
que000_misson_nm_mgx502	Get 1st place!
que000_misson_nm_mgx502_small	Get 1st place!
mng_mgx502_mj_02	Get 1st place without taking any hits!
mng_mgx502_sub_mj_02	Get 1st place without taking any hits!
que000_misson_hd_mgx502	Get 1st place without taking any hits!
que000_misson_hd_mgx502_small	Get 1st place without taking any hits!
mng_mgx502_sub_deca_00	Stay in it to the end!
mng_tips_mgx502	Hit three Fuzzies and you're out!
mng_tips_mgx502_mgm001	Hit three Fuzzies and you're out!
mng_tips_mgx502_mj	Hit a Fuzzy and you're out!
mng_mgx502_cntrls	Move
mng_mgx503_rule	Shake out all the candy!
mng_mgx503_mgm001	Shake out all the candy!
mng_mgx503_mj_01	Shake out all the candy within [0] seconds!
mng_mgx503_sub_mj_01	Shake out all the candy within [0] seconds!
que000_misson_nm_mgx503	Shake out all the candy within [0] seconds!
que000_misson_nm_mgx503_small	Shake out all the candy within [0] seconds!
mng_mgx503_mj_02	Shake out all the candy within [0] seconds!
mng_mgx503_sub_mj_02	Shake out all the candy within [0] seconds!
que000_misson_hd_mgx503	Shake out all the candy within [0] seconds!
que000_misson_hd_mgx503_small	Shake out all the candy within [0] seconds!
mng_mgx503_sub_deca_00	Shake all the candy out!
mng_tips_mgx503	Treat  like a jar, and shake it until all the candy falls out!
mng_tips_mgx503_mgm001	Treat  like a jar, and shake it\r\nuntil all the candy falls out!
mng_mgx503_cntrls	Shake the Bottle
mng_mgx504_rule	Count all the Toads!
mng_mgx504_mgm001	Count all the Toads!
mng_mgx504_mj_01	Get 1st place!
mng_mgx504_sub_mj_01	Get 1st place!
que000_misson_nm_mgx504	Get 1st place!
que000_misson_nm_mgx504_small	Get 1st place!
mng_mgx504_mj_02	Get an exact count!
mng_mgx504_sub_mj_02	Get an exact count!
que000_misson_hd_mgx504	Get an exact count!
que000_misson_hd_mgx504_small	Get an exact count!
mng_tips_mgx504	Look through the train car and count the Toads you see!
mng_tips_mgx504_mgm001	Look through the train car\r\nand count the Toads you see!
mng_mgx504_cntrls_00	Move
mng_mgx504_cntrls_01	Increase the Count\r\nDecrease the Count
mng_mgx505_rule	Race to the finish line!
mng_mgx505_mgm001	Race to the finish line!
mng_mgx505_mj_01	Get 1st place without going through the water!
mng_mgx505_sub_mj_01	Get 1st place without going through the water!
que000_misson_nm_mgx505	Get 1st place without going through the water!
que000_misson_nm_mgx505_small	Get 1st place without going through the water!
mng_mgx505_mj_02	Get 1st place without using a dash panel!
mng_mgx505_sub_mj_02	Get 1st place without using a dash panel!
que000_misson_hd_mgx505	Get 1st place without using a dash panel!
que000_misson_hd_mgx505_small	Get 1st place without using a dash panel!
mng_mgx505_sub_deca_00	Race to the finish line!
mng_tips_mgx505	Tilt  forward to speed up.\r\nMoving through tall grass and puddles will slow you down.
mng_tips_mgx505_mgm001	Tilt  forward to speed up. Moving through\r\ntall grass and puddles will slow you down.
mng_tips_mgx505_mj	Tilt  to speed up!\r\nIf you touch the water, you're out!
mng_mgx505_cntrls	Move
mng_mgx506_rule	Fish for the strongest rumble!
mng_mgx506_mgm001	Fish for the strongest rumble!
mng_mgx506_mj_01	Reel one in within [0] seconds!
mng_mgx506_sub_mj_01	Reel one in within [0] seconds!
que000_misson_nm_mgx506	Reel one in within [0] seconds!
que000_misson_nm_mgx506_small	Reel one in within [0] seconds!
mng_mgx506_mj_02	Reel one in within [0] seconds!
mng_mgx506_sub_mj_02	Reel one in within [0] seconds!
que000_misson_hd_mgx506	Reel one in within [0] seconds!
que000_misson_hd_mgx506_small	Reel one in within [0] seconds!
mng_tips_mgx506	You only get one chance, so make it count!
mng_tips_mgx506_mgm001	You only get one chance, so make it count!
mng_mgx506_cntrls_00	Move
mng_mgx506_cntrls_01	Pull
mng_mgx506_cntrls_02	Search
mng_mgx507_rule	Pay close attention to the rumbling to find the answer!
mng_mgx507_mgm001	Pay close attention to the rumbling to find\r\nthe answer!
mng_mgx507_mj_01	Score at least [0] points!
mng_mgx507_sub_mj_01	Score at least [0] points!
que000_misson_nm_mgx507	Score at least [0] points!
que000_misson_nm_mgx507_small	Score at least [0] points!
mng_mgx507_mj_02	Score at least [0] points!
mng_mgx507_sub_mj_02	Score at least [0] points!
que000_misson_hd_mgx507	Score at least [0] points!
que000_misson_hd_mgx507_small	Score at least [0] points!
mng_tips_mgx507	Feel the difference between three types of rumbling.\r\nThe first to find the right answer gets the most points!
mng_tips_mgx507_mgm001	Feel the difference between three types of\r\nrumbling. The first to find the right answer\r\ngets the most points!
mng_mgx507_cntrls_00	Move the Cursor
mng_mgx507_cntrls_01	Select
mng_mgx507_cntrls_02	Feel the Rumble
mng_mgx508_rule	Climb to the top!
mng_mgx508_mgm001	Climb to the top!
mng_mgx508_mj_01	Reach the top within [0] seconds!
mng_mgx508_sub_mj_01	Reach the top within [0] seconds!
que000_misson_nm_mgx508	Reach the top within [0] seconds!
que000_misson_nm_mgx508_small	Reach the top within [0] seconds!
mng_mgx508_mj_02	Reach the top within [0] seconds!
mng_mgx508_sub_mj_02	Reach the top within [0] seconds!
que000_misson_hd_mgx508	Reach the top within [0] seconds!
que000_misson_hd_mgx508_small	Reach the top within [0] seconds!
mng_tips_mgx508	Swing  down while pressing / and then release\r\nwhile swinging  back up, until you reach the top!
mng_tips_mgx508_mgm001	Swing  down while pressing /\r\nand then release while swinging  back up,\r\nuntil you reach the top!
mng_mgx508_cntrls	Climb\r\n(While Pressing /)
mng_mgx509_rule	Race to the finish line!
mng_mgx509_mgm001	Race to the finish line!
mng_mgx509_mj_01	Beat your rival!
mng_mgx509_sub_mj_01	Beat your rival!
que000_misson_nm_mgx509	Beat your rival!
que000_misson_nm_mgx509_small	Beat your rival!
mng_mgx509_mj_02	Beat your rival!
mng_mgx509_sub_mj_02	Beat your rival!
que000_misson_hd_mgx509	Beat your rival!
que000_misson_hd_mgx509_small	Beat your rival!
mng_mgx509_sub_deca_00	Race to the finish line!
mng_tips_mgx509	Pedal like mad in a short race to the finish!
mng_tips_mgx509_mgm001	Pedal like mad in a short race to the finish!
mng_mgx509_cntrls	Pedal
mng_mgx510_rule	Figure out which character isn't there!
mng_mgx510_mgm001	Figure out which character isn't there!
mng_mgx510_mj_01	Score at least [0] points!
mng_mgx510_sub_mj_01	Score at least [0] points!
que000_misson_nm_mgx510	Score at least [0] points!
que000_misson_nm_mgx510_small	Score at least [0] points!
mng_mgx510_mj_02	Score at least [0] points!
mng_mgx510_sub_mj_02	Score at least [0] points!
que000_misson_hd_mgx510	Score at least [0] points!
que000_misson_hd_mgx510_small	Score at least [0] points!
mng_tips_mgx510	Some characters have similar shapes and colors. Don't be fooled!
mng_tips_mgx510_mgm001	Some characters have similar shapes and colors.\r\nDon't be fooled!
mng_mgx510_cntrls_00	Move the Cursor
mng_mgx510_cntrls_01	Select
mng_mgx511_rule	Grab the biggest space!
mng_mgx511_mgm001	Grab the biggest space!
mng_mgx511_mj_01	Score at least [0] points!
mng_mgx511_sub_mj_01	Score at least [0] points!
que000_misson_nm_mgx511	Score at least [0] points!
que000_misson_nm_mgx511_small	Score at least [0] points!
mng_mgx511_mj_02	Score at least [0] points!
mng_mgx511_sub_mj_02	Score at least [0] points!
que000_misson_hd_mgx511	Score at least [0] points!
que000_misson_hd_mgx511_small	Score at least [0] points!
mng_tips_mgx511	Identify and claim the biggest space before your rivals!
mng_tips_mgx511_mgm001	Identify and claim the biggest space before\r\nyour rivals!
mng_mgx511_cntrls_00	Move the Cursor
mng_mgx511_cntrls_01	Claim
mng_mgx512_rule	Run from the oncoming Broozers!
mng_mgx512_mgm001	Run from the oncoming Broozers!
mng_mgx512_mj_01	Outrun the Broozers for [0] seconds!
mng_mgx512_sub_mj_01	Outrun the Broozers for [0] seconds!
que000_misson_nm_mgx512	Outrun the Broozers for [0] seconds!
que000_misson_nm_mgx512_small	Outrun the Broozers for [0] seconds!
mng_mgx512_mj_02	Outrun the Broozers for [0] seconds!
mng_mgx512_sub_mj_02	Outrun the Broozers for [0] seconds!
que000_misson_hd_mgx512	Outrun the Broozers for [0] seconds!
que000_misson_hd_mgx512_small	Outrun the Broozers for [0] seconds!
mng_mgx512_sub_deca_00	Keep running!
mng_tips_mgx512	Be careful of the pipes—Broozers might be hiding inside!
mng_tips_mgx512_mgm001	Be careful of the pipes—Broozers might be\r\nhiding inside!
mng_mgx512_cntrls	Move
mng_mgx513_rule	Cook every surface of the cube!
mng_mgx513_mgm001	Cook every surface of the cube!
mng_mgx513_mj_01	Cook every surface within [0] seconds without losing the cube!
mng_mgx513_sub_mj_01	Cook every surface within [0] seconds without\r\nlosing the cube!
que000_misson_nm_mgx513	Cook every surface within [0] seconds without losing\r\nthe cube!
que000_misson_nm_mgx513_small	Cook every surface within [0] seconds without\r\nlosing the cube!
mng_mgx513_mj_02	Cook every surface within [0] seconds without losing the cube!
mng_mgx513_sub_mj_02	Cook every surface within [0] seconds without\r\nlosing the cube!
que000_misson_hd_mgx513	Cook every surface within [0] seconds without losing\r\nthe cube!
que000_misson_hd_mgx513_small	Cook every surface within [0] seconds without\r\nlosing the cube!
mng_mgx513_sub_deca_00	Cook every surface of the cube!
mng_tips_mgx513	Your  will rumble while a surface is cooking\r\nand stop rumbling when a surface is fully cooked.
mng_tips_mgx513_mgm001	Your  will rumble while a surface is cooking\r\nand stop rumbling when a surface is fully cooked.
mng_mgx513_cntrls	Lift the Pan
mng_mgx514_rule	Pump your water to the flowers!
mng_mgx514_mgm001	Pump your water to the flowers!
mng_mgx514_mj_01	Water the flowers within [0] seconds!
mng_mgx514_sub_mj_01	Water the flowers within [0] seconds!
que000_misson_nm_mgx514	Water the flowers within [0] seconds!
que000_misson_nm_mgx514_small	Water the flowers within [0] seconds!
mng_mgx514_mj_02	Water the flowers within [0] seconds!
mng_mgx514_sub_mj_02	Water the flowers within [0] seconds!
que000_misson_hd_mgx514	Water the flowers within [0] seconds!
que000_misson_hd_mgx514_small	Water the flowers within [0] seconds!
mng_mgx514_sub_deca_00	Water the flowers!
mng_tips_mgx514	When you see a rainbow over your head, you're almost there!
mng_tips_mgx514_mgm001	When you see a rainbow over your head, you're\r\nalmost there!
mng_mgx514_cntrls	Pump Water
mng_mgx515_rule	Find the doll with the most mini-dolls inside!
mng_mgx515_mgm001	Find the doll with the most mini-dolls inside!
mng_mgx515_mj_01	Get 1st place!
mng_mgx515_sub_mj_01	Get 1st place!
que000_misson_nm_mgx515	Get 1st place!
que000_misson_nm_mgx515_small	Get 1st place!
mng_mgx515_mj_02	Get 1st place!
mng_mgx515_sub_mj_02	Get 1st place!
que000_misson_hd_mgx515	Get 1st place!
que000_misson_hd_mgx515_small	Get 1st place!
mng_tips_mgx515	Try not to blink during the shuffle!
mng_tips_mgx515_mgm001	Try not to blink during the shuffle!
mng_mgx515_cntrls_00	Move the Cursor
mng_mgx515_cntrls_01	Select
mng_mgx516_rule	Look at the !
mng_mgx516_mgm001	Look at the !
mng_mgx516_mj_01	Score at least [0] points with no misses!
mng_mgx516_sub_mj_01	Score at least [0] points with no misses!
que000_misson_nm_mgx516	Score at least [0] points with no misses!
que000_misson_nm_mgx516_small	Score at least [0] points with no misses!
mng_mgx516_mj_02	Score at least [0] points with no misses!
mng_mgx516_sub_mj_02	Score at least [0] points with no misses!
que000_misson_hd_mgx516	Score at least [0] points with no misses!
que000_misson_hd_mgx516_small	Score at least [0] points with no misses!
mng_tips_mgx516	Don't be fooled by other colors or suits!
